272635.MYPU_7370,0.001567398119122257, 1.0, 2, nan, 1.0, 0.0015698587127158557, 0.0, 0.0, 0.0015698587127158557, 0.0015698587127158557, 0.0, 0.0, 1.5430806348152435, 0, 1.1916953637823443e-14, 0
272635.MYPU_2370,0.0010130452404742223, 159.59880952380945, 4, -1, -1, 0.007849293563579279, 0.0008141256126331682, 3.75, 0.22753439421298355, 0.25054758167003033, 0.0009010803241014066, -1, 1.854186615024429e+16, 0.6, 0.00023797841054846132, 1
272635.MYPU_0810,0.0022462743874978796, 106.02738095238148, 4, -1, -1, 0.012558869701726845, 0.0026727091417118377, 4.142857142857142, 0.15095886552934487, 0.16644800777453916, 0.0026727091417118373, -1, 10063914937403.023, 0.39285714285714285, 5.536656104970007e-06, 0
272635.MYPU_4900,0.0029723841808117464, 217.8833333333339, 9, -1, -1, 0.05023547880690738, 0.016466143457990377, 13.469705156689578, 0.29582433935112507, 0.3420460491889069, 0.015675450204415242, -1, 2.0782412075376735e+20, 0.2560483870967742, 0.02515098349896828, 1
272635.MYPU_6880,0.0007161148743552771, 140.50357142857138, 3, -1, -1, 0.004709576138147567, 2.46833130930166e-06, 2.5, 0.2043103350914245, 0.22057075577483723, 2.46833130930166e-06, -1, 539326970635848.56, 0.6666666666666666, 4.060331259415901e-05, 0
272635.MYPU_1190,0.0010546187034750003, 96.935317460318, 3, -1, -1, 0.0031397174254317113, 0.0, 2.0, 0.14347527162719548, 0.15217475268495734, 0.0, -1, 3381074525.933846, 1.0, 1.0190531539454038e-07, 1
272635.MYPU_1920,0.001567398119122257, 1.0, 2, -1, -1, 0.0015698587127158557, 0.0, 0.0, 0.0015698587127158557, 0.0015698587127158557, 0.0, -1, 1.543080651016, 0, 1.1916953637823443e-14, 0
272635.MYPU_3920,0.001567398119122257, 1.0, 2, -1, -1, 0.0015698587127158557, 0.0, 0.0, 0.0015698587127158557, 0.0015698587127158557, 0.0, -1, 1.5430806348152457, 0, 1.1916953637823443e-14, 0
272635.MYPU_7640,0.0017384909267722617, 171.27380952380963, 9, -1, -1, 0.01883830455259027, 0.0006967929763767083, 7.5227272727272725, 0.23827277674007763, 0.26887568214098806, 0.0006748929290441186, -1, 7.810647602411384e+16, 0.5909090909090909, 0.0004891494707998941, 1
272635.MYPU_1220,0.0024775848766060912, 209.9833333333339, 27, -1, -1, 0.05494505494505495, 0.06033912776274512, 20.76038210155856, 0.28170253269890144, 0.32964416535845154, 0.056743165104294564, -1, 1.463893066458732e+21, 0.5563025210084034, 0.06674626438258731, 0
272635.MYPU_4970,0.0011860788930287546, 151.62380952380957, 4, -1, -1, 0.009419152276295134, 0.001672982691658782, 3.1999999999999997, 0.21453549822631168, 0.2380279584361215, 0.001656957175465083, -1, 5.442031517778188e+17, 0.5333333333333333, 0.0012869265062312497, 0
272635.MYPU_5210,0.000829777093362454, 2.333333333333333, 2, -1, -1, 0.0015698587127158557, 0.0, 0.0, 0.0031397174254317113, 0.0036630036630036626, 0.0, -1, 1.6697698654695106, 0, 1.006005019792978e-12, 0
272635.MYPU_5480,0.0008088879903797671, 182.52619047619083, 3, -1, -1, 0.009419152276295134, 0.0016915135541415458, 0.4, 0.25861478955226413, 0.28654033041788135, 0.0021190870789822708, -1, 2.5486417186062003e+18, 0.06666666666666667, 0.0027853619190294334, 1
272635.MYPU_6420,0.001262068560909935, 126.06904761904804, 7, -1, -1, 0.009419152276295134, 0.0, 6.0, 0.17959928270487277, 0.1979105928085525, 0.0, -1, 931249641459629.5, 1.0, 5.324301874606849e-05, 0
272635.MYPU_6050,0.0008971726191918583, 111.81904761904819, 4, -1, -1, 0.004709576138147567, 0.0, 3.0, 0.16386086737949082, 0.17554010615235188, 0.0, -1, 3980841986771.3086, 1.0, 3.4902331587709633e-06, 0
272635.MYPU_3220,0.0020518640423611715, 194.8452380952385, 5, -1, -1, 0.02197802197802198, 0.011470490759908915, 4.0504884004884, 0.2688675652327385, 0.30587949465500497, 0.012385721027086355, -1, 6.315245313686712e+18, 0.17582417582417584, 0.0043846812686771115, 1
272635.MYPU_3520,0.0018192324317579235, 200.3833333333339, 20, -1, -1, 0.03924646781789639, 0.005257593454207524, 15.76862745098039, 0.2737266176164627, 0.3145735217163792, 0.005027614951167285, -1, 7.780732944520492e+20, 0.6166666666666667, 0.04866167576532635, 1
272635.MYPU_4490,0.0024579574578663587, 190.75000000000043, 10, -1, -1, 0.03610675039246468, 0.007480026818856906, 15.023428858722978, 0.25861478955226413, 0.2994505494505494, 0.007519677682109304, -1, 1.0919334982188624e+19, 0.3794466403162055, 0.005766499017986011, 1
